2,-3
3,-20
4,-19
5,-20
6,-19
7,-20
8,-18
9,-20
10,-20
11,-20
12,-20
13,-19
14,-20
15,-19
16,-20
17,-20
18,-20
19,-18
20,-20
21,-18
22,-20
23,-20
24,-18
25,-18
26,-20
27,-18
28,-20
29,-20
30,-20
31,-20
32,-20
33,-20
34,-20
35,-19
36,-20
37,-20
38,-20
39,-18
40,-20
41,-19
42,-19
43,-18
44,-20
45,-19
46,-19
47,-19
48,-20
49,-19
50,-19
51,-20
52,-20
53,-18
54,-19
55,-20
56,-19
57,-20
58,-20
59,-20
60,-20
61,-20
62,-18
63,-20
64,-20
65,-20
66,-20
67,-18
68,-20
69,-20
70,-20
71,-20
72,-18
73,-18
74,-17
75,-20
76,-19
77,-20
78,-20
79,-20
80,-19
81,-20
82,-18
83,-19
84,-19
85,-20
86,-19
87,-20
88,-20
89,-19
90,-20
91,-20
92,-20
93,-20
94,-20
95,-20
96,-20
97,-20
98,-20
99,-19
100,-20
101,-18
102,-19
103,-18
104,-20
105,-20
106,-20
107,-20
108,-19
109,-20
110,-20
111,-19
112,-20
113,-19
114,-20
115,-20
116,-20
117,-20
118,-19
119,-19
120,-20
121,-20
122,-20
123,-19
124,-19
125,-20
126,-20
127,-19
128,-19
129,-19
130,-20
131,-19
132,-19
133,-20
134,-20
135,-20
136,-20
137,-20
138,-20
139,-20
140,-20
141,-20
142,-19
143,-17
144,-18
145,-20
146,-20
147,-20
148,-19
149,-20
150,-20
151,-18
152,-19
153,-20
154,-20
155,-20
156,-17
157,-19
158,-19
159,-20
160,-20
161,-20
162,-19
163,-20
164,-18
165,-20
166,-17
167,-19
168,-8
169,-19
170,-20
171,-19
172,-18
173,-20
174,-19
175,-20
176,-18
177,-18
178,-20
179,-19
180,-20
181,-20
182,-19
183,-19
184,-20
185,-19
186,-20
187,-20
188,-20
189,-20
190,-19
191,-20
192,-19
193,-19
194,-18
195,-20
196,-19
197,-19
198,-20
199,-20
200,-19
201,-20
202,-20
203,-20
204,-20
205,-20
206,-20
207,-20
208,-18
209,-20
210,-20
211,-18
212,-20
213,-19
214,-20
215,-19
216,-20
217,-20
218,-19
219,-19
220,-20
221,-20
222,-18
223,-20
224,-20
225,-19
226,-19
227,-18
228,-20
229,-20
230,-20
231,-19
232,-18
233,-19
234,-19
235,-19
236,-20
237,-20
238,-18
239,-18
240,-19
241,-20
242,-20
243,-20
244,-20
245,-19
246,-19
247,-19
248,-20
249,-19
250,-19
251,-20
252,-20
253,-20
254,-20
255,-20
256,-19
257,-20
258,-20
259,-18
260,-20
261,-19
262,-20
263,-20
264,-20
265,-19
266,-18
267,-20
268,-20
269,-20
270,-20
271,-20
272,-20
273,-20
274,-18
275,-20
276,-19
277,-20
278,-20
279,-20
280,-20
281,-20
282,-20
283,-20
284,-19
285,-19
286,-20
287,-19
288,-20
289,-19
290,-20
291,-20
292,-19
293,-20
294,-19
295,-20
296,-20
297,-20
298,-19
299,-20
300,-20
301,-20
302,-20
303,-19
304,-20
305,-20
306,-19
307,-19
308,-20
309,-19
310,-19
311,-20
312,-20
313,-19
314,-20
315,-20
316,-20
317,-19
318,-19
319,-19
320,-20
321,-20
322,-20
323,-20
324,-20
325,-20
326,-19
327,-19
328,-18
329,-20
330,-19
331,-20
332,-20
333,-20
334,-20
335,-20
336,0
337,-20
338,-20
339,-20
340,-19
341,-20
342,-19
343,-20
344,-20
345,-20
346,-20
347,-20
348,-20
349,-19
350,-20
351,-20
352,-20
353,-20
354,-19
355,-19
356,-19
357,-18
358,-20
359,-18
360,-20
361,-19
362,-20
363,-20
364,-19
365,-19
366,-20
367,-20
368,-20
369,-19
370,-20
371,-20
372,-20
373,-20
374,-20
375,-20
376,-19
377,-20
378,-20
379,-20
380,-20
381,-20
382,-19
383,-20
384,-19
385,-19
386,-20
387,-19
388,-20
389,-20
390,-20
391,-18
392,-19
393,-19
394,-18
395,-20
396,-20
397,-20
398,-17
399,-18
400,-18
401,-20
402,-20
403,-18
404,-20
405,-20
406,-19
407,-19
408,-20
409,-19
410,-19
411,-20
412,-20
413,-20
414,-18
415,-20
416,-20
417,-20
418,-19
419,-20
420,-19
421,-20
422,-20
423,-19
424,-20
425,-20
426,-20
427,-20
428,-18
429,-20
430,-20
431,-20
432,-20
433,-20
434,-19
435,-20
436,-20
437,-20
438,-20
439,-20
440,-20
441,-20
442,-20
443,-18
444,-19
445,-19
446,-19
447,-20
448,-20
449,-20
450,-20
451,-20
452,-19
453,-19
454,-20
455,-20
456,-20
457,-20
458,-18
459,-20
460,-20
461,-20
462,-20
463,-19
464,-20
465,-19
466,-20
467,-19
468,-20
469,-20
470,-20
471,-19
472,-19
473,-20
474,-20
475,-20
476,-20
477,-19
478,-19
479,-20
480,-20
481,-20
482,-19
483,-19
484,-20
485,-20
486,-16
487,-20
488,-19
489,-18
490,-20
491,-20
492,-20
493,-20
494,-19
495,-20
496,-20
497,-20
498,-19
499,-20
500,-20
501,-20
502,-19
503,-20
504,-20
505,-20
506,-9
507,-20
508,-20
509,-20
510,-20
511,-19
512,-20
513,-17
514,-19
515,-20
516,-20
517,-20
518,-20
519,-20
520,-19
521,-20
522,-20
523,-19
524,-20
525,-20
526,-20
527,-20
528,-19
529,-19
530,-19
531,-19
532,-18
533,-20
534,-20
535,-20
536,-20
537,-20
538,-20
539,-20
540,-18
541,-19
542,-19
543,-20
544,-19
545,-20
546,-20
547,-20
548,-20
549,-17
550,-20
551,-20
552,-20
553,-20
554,-18
555,-19
556,-20
557,-18
558,-19
559,-20
560,-19
561,-20
562,-19
563,-20
564,-20
565,-20
566,-19
567,-19
568,-20
569,-19
570,-20
571,-19
572,-19
573,-19
574,-19
575,-20
576,-20
577,-20
578,-19
579,-20
580,-19
581,-20
582,-20
583,-20
584,-19
585,-20
586,-20
587,-20
588,-19
589,-20
590,-20
591,-19
592,-19
593,-20
594,-20
595,-20
596,-19
597,-20
598,-20
599,-20
600,-20
601,-20
602,-20
603,-19
604,-20
605,-20
606,-20
607,-20
608,-20
609,-20
610,-19
611,-20
612,-19
613,-20
614,-20
615,-20
616,-18
617,-18
618,-20
619,-20
620,-20
621,-19
622,-19
623,-19
624,-20
625,-19
626,-20
627,-20
628,-19
629,-19
630,-20
631,-18
632,-20
633,-20
634,-20
635,-20
636,-20
637,-19
638,-20
639,-20
640,-20
641,-20
642,-19
643,-20
644,-19
645,-20
646,-20
647,-20
